genre,author,book_title,filename,processing_date,paragraph_num,text_content,paragraph_length,sentence_count,word_count,avg_sentence_length,avg_word_length,type_token_ratio,punctuation_ratio,capitalization_ratio,function_word_ratio,content_word_ratio,syllable_count,flesch_reading_ease,gunning_fog_index,smog_index
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,11,"I much prefer history, true or feigned, with its varied applicability to the thought and experience of readers. I think that many confuse applicability with allegory; but the one resides in the freedom of the reader, and the other in the purposed domination of the author. An author cannot of course remain wholly unaffected by his experie nce, but the ways in which a story -germ uses the soil of experience are extremely complex, and attempts to define the process are at best guesses from evidence that is inadequate and ambiguous. It is also false, though naturally attractiv e, when the lives of an author and critic have overlapped, to suppose that the movements of thought or the events of times common to both were necessarily the most powerful influences. One has indeed personally to come under the shadow of war to feel fully its oppression; but as the years go by it seems now often forgotten that to be caught in youth by 1914 was no less hideous an experience than to be involved in 1939 and the following years.",1026,5,182,36.2,4.565934065934066,0.6593406593406593,0.014619883040935672,0.004873294346978557,0.32967032967032966,0.6703296703296704,287,36.48130769230772,20.494065934065937,72.10918064651706
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,12,"By 1918 all but one of my close friends were de ad. Or to take a less grievous matter: it has been supposed by some that The Scouring of the Shire reflects the situation in England at the time when I was finishing my tale. It does not. It is an essential part of the plot, foreseen from the outset, though in the event modified by the character of Saruman as developed in the story without, need I say, any allegorical significance or contemporary political reference whatsoever. It has indeed some basis in experience, though slender (for the economic situation was entirely different), and much further back.",610,5,107,21.4,4.579439252336448,0.7757009345794392,0.019672131147540985,0.019672131147540985,0.2803738317757009,0.719626168224299,170,50.70278504672899,16.03663551401869,54.22545603445709
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,13,"The country in which I lived in childhood was being shabbily destroyed before I was ten, in days when motor -cars were rare objects (I had never seen one) and men wer e still building suburban railways. Recently I saw in a paper a picture of the last decrepitude of the once thriving corn -mill beside its pool that long ago seemed to me so important. I never liked the looks of the Young miller, but his father, the Old miller, had a black beard, and he was not named Sandyman. The Lord of the Rings is now issued in a new edition, and the opportunity has been taken of revising it. A number of errors and inconsistencies that still rema ined in the text have been corrected, and an attempt has been made to provide information on a few points which attentive readers have raised.",781,5,146,29.2,4.260273972602739,0.7054794520547946,0.015364916773367477,0.01792573623559539,0.2602739726027397,0.7397260273972603,210,55.51206849315069,15.241643835616438,36.34173142239711
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,14,"I have considered all their comments and enquiries, and if some seem to have been passed over that may be beca use I have failed to keep my notes in order; but many enquiries could only be answered by additional appendices, or indeed by the production of an accessory volume containing much of the material that I did not include in the original edition, in particular more detailed linguistic information. In the meantime this edition offers this Foreword, an addition to the Prologue, some notes, and an index of the names of persons and places. This index is in intention complete in items but not in references, since for the present purpose it has been necessary to reduce its bulk. A complete index, making full use of the material prepared for me by Mrs. N. Smith, belongs rather to the accessory volume. PROLOGUE  1.",824,5,144,28.8,4.618055555555555,0.6527777777777778,0.02063106796116505,0.023058252427184466,0.2916666666666667,0.7083333333333333,237,38.365500000000026,18.464444444444446,66.99954504307135
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,15,"Concerning Hobbi ts This book is largely concerned with Hobbits, and from its pages a reader may discover much of their character and a little of their history. Further information will also be found in the selection from the Red Book of Westmarch that has already been published, under the title of The Hobbit. That story was derived from the earlier chapters of the Red Book, composed by Bilbo himself, the first Hobbit to become famous in the world at large, and called by him There and Back Again, sinc e they told of his journey into the East and his return: an adventure which later involved all the Hobbits in the great events of that Age that are here related. Many, however, may wish to know more about this remarkable people from the outset, whi le some may not possess the earlier book. For such readers a few notes on the more important points are here collected from Hobbit -lore, and the first adventure is briefly recalled.",938,5,168,33.6,4.494047619047619,0.6845238095238095,0.017057569296375266,0.0255863539445629,0.25595238095238093,0.7440476190476191,245,49.355999999999995,18.44,56.78027383617994
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,16,"Hobbits are an unobtrusive but very ancient people, more nume rous formerly than they are today; for they love peace and quiet and good tilled earth: a well -ordered and well -farmed countryside was their favourite haunt. They do not and did not understand or like machines more complicated than a forge -bellows, a wat er-mill, or a hand -loom, though they were skilful with tools. Even in ancient days they were, as a rule, shy of the Big Folk, as they call us, and now they avoid us with dismay and are becoming hard to find. They are quick of hearing and sharp -eyed, and though they are inclined to be fat and do not hurry unnecessarily, they are nonetheless nimble and deft in their movements. They possessed from the first the art of disappearing swiftly and silently, when large folk whom they do not w ish to meet come blundering by; and this an they have developed until to Men it may seem magical.",908,5,167,33.2,4.3293413173652695,0.6646706586826348,0.02092511013215859,0.00881057268722467,0.2275449101796407,0.7724550898203593,229,56.9256167664671,17.910898203592815,51.670638232734234
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,17,"But Hobbits have never, in fact, studied magic of any kind, and their elusiveness is due solely to a professional skill that heredity and practice, an d a close friendship with the earth, have rendered inimitable by bigger and clumsier races. For they are a little people, smaller than Dwarves: less tout and stocky, that is, even when they are not actually much shorter. Their height is variable, ranging between two and four feet of our measure. They seldom now reach three feet; but they hive dwindled, they say, and in ancient days they were taller. According to the Red Book, Bandobras Took (Bullroarer), son of Isengrim the Second, was four foot five and able to ride a horse.",682,5,119,23.8,4.546218487394958,0.773109243697479,0.030791788856304986,0.020527859237536656,0.23529411764705882,0.7647058823529411,170,61.82085714285715,13.21747899159664,31.232095818951397
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,18,"He was surpassed in all Hobbit records only by two famous characters of old; but that curious matter is dealt with in this book. As for the Hobbits of the Shire, with whom these tales are concerned, in the days of their peace and prosperity they were a merry folk. They dressed in bright colours, being notably fond of yellow and green; but they seldom wore shoes, since their feet had tough leathery soles and were clad in a thick curling hai r, much like the hair of their heads, which was commonly brown. Thus, the only craft little practised among them was shoe-making; but they had long and skilful fingers and could make many other useful and comely things. Their faces were as a rule good -natured rather than beautiful, broad, bright -eyed, red -cheeked, with mouths apt to laughter, and to eating and drinking.",819,5,147,29.2,4.442176870748299,0.7482993197278912,0.02442002442002442,0.009768009768009768,0.24489795918367346,0.7551020408163265,200,61.891959183673464,15.02530612244898,33.78691362067425
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,19,"And laugh they did, and eat, and drink, often and heartily, being fond of simple jests at all times, and o f six meals a day (when they could get them). They were hospitable and delighted in parties, and in presents, which they gave away freely and eagerly accepted. It is plain indeed that in spite of later estrangement Hobbits are relatives of ours: far nearer to us than Elves, or even than Dwarves. Of old they spoke the languages of Men, after their own fashion, and liked and disliked much the same things as Men did. But what exactly our relationship is can no longer be discovere d.",591,5,109,21.8,4.275229357798165,0.8073394495412844,0.02707275803722504,0.01692047377326565,0.22935779816513763,0.7706422018348624,153,65.95754128440367,13.123669724770643,33.78691362067425
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,20,"The beginning of Hobbits lies far back in the Elder Days that are now lost and forgotten. Only the Elves still preserve any records of that vanished time, and their traditions are concerned almost entirely with their own history, in wh ich Men appear seldom and Hobbits are not mentioned at all. Yet it is clear that Hobbits had, in fact, lived quietly in Middle -earth for many long years before other folk became even aware of them. And the world being after all full of strange creatures beyond count, these little people seemed of very little importance. But in the days of Bilbo, and of Frodo his heir, they suddenly became, by no wish of their own, both important and renowned, and troubled the counsels of the Wise and the Great.",736,5,132,26.4,4.46969696969697,0.7272727272727273,0.020380434782608696,0.02309782608695652,0.26515151515151514,0.7348484848484849,187,60.18900000000002,14.49939393939394,36.34173142239711
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,21,"Those days, the Third Age of Middle -earth, are now long past, and the shape of all lands has been changed; but the regions in which Hobbits then lived were doubtless the same as those in which they still linger: the North -West o f the Old World, east of the Sea. Of their original home the Hobbits in Bilbos time preserved no knowledge. A love of learning (other than genealogical lore) was far from general among them, but there remained still a few in the older families who studied their own books, and even gathered reports of old times and distant lands from Elves, Dwarves, and Men. Their own records began only after the settlement of the Shire, and their most ancient legends hardly looked further back than th eir Wandering Days. It is clear, nonetheless, from these legends, and from the evidence of their peculiar words and customs, that like many other folk Hobbits had in the distant past moved westward.",919,5,163,32.6,4.50920245398773,0.7177914110429447,0.02176278563656148,0.025027203482045703,0.22699386503067484,0.7730061349693251,228,55.40980368098161,15.984785276073621,33.78691362067425
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,22,"Their earliest tales seem to glimpse a time when they d welt in the upper vales of Anduin, between the eaves of Greenwood the Great and the Misty Mountains. Why they later undertook the hard and perilous crossing of the mountains into Eriador is no longer certain. Their own accounts speak of the multiply ing of Men in the land, and of a shadow that fell on the forest, so that it became darkened and its new name was Mirkwood. Before the crossing of the mountains the Hobbits had already become divided into three somewhat different breeds: Harfoots, Stoors, and Fallohides. The Harfoots were browner of skin, smaller, and shorter, and they were beardless and bootless; their hands and feet were neat and nimble; and they preferred highlands and hillsides.",758,5,130,26.0,4.7153846153846155,0.676923076923077,0.021108179419525065,0.023746701846965697,0.3,0.7,190,56.798846153846185,14.092307692307692,33.78691362067425
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,23,"The Stoors were broader, heavier in build; their feet and hands were larger, and they preferred flat lands and riversides. The Fallohides were fairer of skin and also of hair, and they were taller and slimmer than the others; they were lovers of trees and of woodlands. The Harfoots had much to do with Dwarves in ancient times, and long lived in the foothills of the mountains. They moved westward early, and roamed over Eriador as far as Weathertop while the others were still in the Wilderland. They were the most norm al and representative variety of Hobbit, and far the most numerous.",589,5,103,20.6,4.601941747572815,0.6213592233009708,0.022071307300509338,0.022071307300509338,0.32038834951456313,0.6796116504854368,149,63.54347572815536,11.735145631067963,26.12246021550569
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,24,"They were the most inclined to settle in one place, and longest preserved their ancestral habit of living in tunnels and holes. The Stoors lingered long by the banks of the Great River Anduin, and were less shy of Men. They came west after the Harfoots and followed the course of the Loudwater southwards; and there many of them long dwelt between Tharbad and the borders of Dunland before they moved north again. The Fallohides, the least numerous, were a northerly branch. They were more friendly with Elves than the other Hobbits were, and had more skill in language and song than in handicrafts; and of old they preferred hunting to tilling.",645,5,112,22.4,4.660714285714286,0.6696428571428571,0.018604651162790697,0.02635658914728682,0.32142857142857145,0.6785714285714286,160,63.24185714285716,12.888571428571428,31.232095818951397
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,25,"They crossed the m ountains north of Rivendell and came down the River Hoarwell. In Eriador they soon mingled with the other kinds that had preceded them, but being somewhat bolder and more adventurous, they were often found as leaders or chieftains among clans of Ha rfoots or Stoors. Even in Bilbos time the strong Fallohidish strain could still be noted among the greater families, such as the Tooks and the Masters of Buckland. In the westlands of Eriador, between the Misty Mountains and the Mountains of Lune, the Hobbits found both Men and Elves. Indeed, a remnant still dwelt there of the Dnedain, the kings of Men that came over the Sea out of Westernesse; but they were dwindling fast and the lands of their North Kingdom were falling far and wid e into waste.",770,5,136,27.2,4.573529411764706,0.6764705882352942,0.016883116883116882,0.03896103896103896,0.29411764705882354,0.7058823529411764,189,61.657882352941186,13.52705882352941,26.12246021550569
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,26,"There was room and to spare for incomers, and ere long the Hobbits began to settle in ordered communities. Most of their earlier settlements had long disappeared and been forgotten in Bilbos time; but one of the first to become imp ortant still endured, though reduced in size; this was at Bree and in the Chetwood that lay round about, some forty miles east of the Shire. It was in these early days, doubtless, that the Hobbits learned their letters and began to write after the manner of the Dnedain, who had in their turn long before learned the art from the Elves. And in those days also they forgot whatever languages they had used before, and spoke ever after the Common Speech, the Westron as it was named, th at was current through all the lands of the kings from Arnor to Gondor, and about all the coasts of the Sea from Belfalas to Lune. Yet they kept a few words of their own, as well as their own names of months and days, and a great store of personal names out of the past.",987,5,186,37.2,4.209677419354839,0.5967741935483871,0.019250253292806486,0.02127659574468085,0.2956989247311828,0.7043010752688172,249,55.8221612903226,17.460645161290326,33.78691362067425
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,27,"About this time legend among the Hobbits first becomes history with a reckoning of years. For it was in the one thousand six hundred and first year of the Third Age that the Fallohide brothers, Marcho and Blanco, set out from Bree; and having obtained permission from the high king at Fornost1, they crossed the brown river Baranduin with a great following of Hobbits. They passed over the Bridge of Stonebows, that had been built in the days of the power of the North Kingdom, and they took ail the land beyond to dwell in, between the river and the Far Downs. All that was demanded of them was that they should keep the Great Bridge in repair, and all other bridges and roads, speed the kings mess engers, and acknowledge his lordship. Thus began the Shire -reckoning, for the year of the crossing of the Brandywine (as the Hobbits turned the name) became Year One of the Shire, and all later dates were reckoned from it.2 At once the western Hobbits fell in love with their new land, and they remained there, and soon passed once more out of the history of Men and of Elves.",1077,5,197,39.4,4.365482233502538,0.6091370558375635,0.018570102135561744,0.03064066852367688,0.3248730964467005,0.6751269035532995,265,53.041969543147204,19.008730964467002,44.00618482756567
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,28,"While there was still a king they were in name his subjects, but they were, in fact, ruled by their own chieftains and meddled not at all with events in the world outside. To the last battle at Fornost with the Witch -lord of Angmar they sent some bowmen to the aid of the king, or so they maintained, though no tales of Men record it. But in that war the North Kingd om ended; and then the Hobbits took the land for their own, and they chose from their own chiefs a Thain to hold the authority of the king that was gone. There for a thousand years they were little troubled by wars, and they prospered and multiplied after the Dark Plague (S.R. 37) until the disaster of the Long Winter and the famine that followed it.",720,5,139,27.8,4.086330935251799,0.6402877697841727,0.019444444444444445,0.025,0.33093525179856115,0.6690647482014389,171,74.54174100719428,12.846618705035972,18.458006810337125
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,29,"Many thousands then perished, but the Days of Dearth (1158 -60) were at the time of this tale long past and the Hobbits had again become accustome d to plenty. The land was rich and kindly, and though it had long been deserted when they entered it, it had before been well tilled, and there the king had once had many farms, cornlands, vineyards, and woods. Forty leagues it stretched from t he Far Downs to the Brandywine Bridge, and fifty from the northern moors to the marshes in the south. The Hobbits named it the Shire, as the region of the authority of their Thain, and a district of well -ordered business; and there in that pleasant comer of the world they plied their well -ordered business of living, and they heeded less and less the world outside where dark things moved, until they came to think that peace and plenty were the rule in Middle -earth and the right of all sensible fo lk. They forgot or ignored what little they had ever known of the Guardians, and of the labours of those that made possible the long peace of the Shire.",1048,5,194,38.8,4.298969072164948,0.5927835051546392,0.01812977099236641,0.01717557251908397,0.29381443298969073,0.7061855670103092,253,57.1241340206186,17.7880412371134,31.232095818951397
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,30,"They were, in fact, sheltered, but they had ceased to remember it. At no time had Hobbits of any kind been warlike, and they had never fought among themselves. In olden days they had, of course, been often obliged to fight to maintain themselves in a hard world; but in Bilbos time that was very ancient history. The last battle, before th is story opens, and indeed the only one that had ever been fought within the borders of the Shire, was beyond living memory: the Battle of Greenfields, S.R. 1147, in which Bandobras Took routed an invasion of Orcs. Even the weathers had grown milde r, and the wolves that had once come ravening out of the North in bitter white winters were now only a grandfathers tale.",710,5,129,25.8,4.364341085271318,0.6976744186046512,0.029577464788732393,0.022535211267605635,0.24806201550387597,0.751937984496124,180,62.60148837209306,13.730852713178294,31.232095818951397
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,31,"So, though there was still some store of weapons in the Shire, these were used mostly as trophies, hanging above hearth s or on walls, or gathered into the museum at Michel Delving. The Mathom -house it was called; for anything that Hobbits had no immediate use for, but were unwilling to throw away, they called a mathom. Their dwellings were apt to become rather crow ded with mathoms, and many of the presents that passed from hand to hand were of that son. Nonetheless, ease and peace had left this people still curiously tough. They were, if it came to it, difficult to daunt or to kill; and they were, perhaps, s o unwearyingly fond of good things not least because they could, when put to it, do without them, and could survive rough handling by grief, foe, or weather in a way that astonished those who did not know them well and looked no further than their b ellies and their well -fed faces.",902,5,166,33.2,4.295180722891566,0.7168674698795181,0.026607538802660754,0.011086474501108648,0.21686746987951808,0.7831325301204819,220,61.01651807228916,15.448674698795182,26.12246021550569
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,32,"Though slow to quarrel, and for sport killing nothing that lived, they were doughty at bay, and at need could still handle arms. They shot well with the bow, for they were keen -eyed and sure at the mark. Not only with b ows and arrows. If any Hobbit stooped for a stone, it was well to get quickly under cover, as all trespassing beasts knew very well. All Hobbits had originally lived in holes in the ground, or so they believed, and in such dwellings they still felt most at home; but in the course of time they had been obliged to adopt other forms of abode.",562,5,108,21.6,4.083333333333333,0.7314814814814815,0.02491103202846975,0.012455516014234875,0.2777777777777778,0.7222222222222222,139,76.02766666666668,10.121481481481482,13.348371206891418
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,33,"Actually in the Shire in Bilbos days it was, as a rule, only the richest and the poorest Hobbits that maintained the old custom. The poorest went on living in burrows of the most primitive kind, mere holes indeed, with only one window or none; while the well -to-do still constructed more luxurious versions of the simple diggings of old. But suitable sites for these large and ramifying tun nels (or smials as they called them) were not everywhere to be found; and in the flats and the low -lying districts the Hobbits, as they multiplied, began to build above ground. Indeed, even in the hilly regions and the older villages, such as Hobbiton or Tuckborough, or in the chief township of the Shire, Michel Delving on the White Downs, there were now many houses of wood, brick, or stone. These were specially favoured by millers, smiths, ropers, and cartwrights, and others of that sort; for even when they had holes to live in.",928,5,165,32.8,4.466666666666667,0.6727272727272727,0.02693965517241379,0.017241379310344827,0.3151515151515151,0.6848484848484848,230,55.41272727272728,16.35151515151515,36.34173142239711
Science Fiction,Unknown Author,scf(1),scf(1).pdf,2025-08-16T19:11:00.470018,34,"Hobbits had long been accustomed to build sheds and workshops. The habit of building farmhouses and barns was said to have begun among the inhabitants of the Marish down by the Brandywine. The Hobbits of that quarter, the Eastfarthing, were rather large and heavy -legged, and they wore dwarf -boots in muddy weather. But they were well known to be Stoors in a large part of their blood, as indeed was shown by the down that many grew on their chins. No Har foot or Fallohide had any trace of a beard.",501,5,92,18.4,4.358695652173913,0.717391304347826,0.017964071856287425,0.023952095808383235,0.30434782608695654,0.6956521739130435,123,75.05247826086959,9.968695652173913,18.458006810337125
